"tweet_id","created_at","text","user_id","user_name","retweet_count","favorite_count","hashtags"
"877206692274085888","2017-06-20T16:49:07+00:00","RT @CloudExpo: Top Stories Now
#BigData #DevOps #SDN #Docker #IoT #APM #FinTech #Bitcoin #Blockchain #AI #ML #DL #DX #Microservices #Digita…","2281132316","IoTJournal","44","0","BigData,DevOps,SDN,Docker,IoT,APM,FinTech,Bitcoin,Blockchain,AI,ML,DL,DX,Microservices"
"877205851953647619","2017-06-20T16:45:47+00:00","RT @data_nerd: [video] An Agile Platform for Custom Integration with @OutlyerApp | @DevOpsSummit #APM #Monitoring https://t.co/0ckDdLnmu9","18906552","ExpoAI","16","0","APM,Monitoring"
"877205843711844352","2017-06-20T16:45:45+00:00","RT @CRM_CWS_Cloud: Promise Theory and DevOps | @DevOpsSummit #DevOps #APM #Monitoring https://t.co/IGCyBPjyKI","18906552","ExpoAI","16","0","DevOps,APM,Monitoring"
"877205802565722114","2017-06-20T16:45:35+00:00","RT @CloudExpo: Top Stories Now
#BigData #DevOps #SDN #Docker #IoT #APM #FinTech #Bitcoin #Blockchain #AI #ML #DL #DX #Microservices #Digita…","18906552","ExpoAI","44","0","BigData,DevOps,SDN,Docker,IoT,APM,FinTech,Bitcoin,Blockchain,AI,ML,DL,DX,Microservices"
"877203550576627713","2017-06-20T16:36:38+00:00","RT @DBaker007: Promise Theory and DevOps | @DevOpsSummit #DevOps #APM #Monitoring | https://t.co/U3gUSGdBuz https://t.co/6GdITOr6yt","1723719403","B2Bbizbuilder","3","0","DevOps,APM,Monitoring"
"877202791445430272","2017-06-20T16:33:37+00:00","ContainersExpo: RT data_nerd: [video] An Agile Platform for Custom Integration with OutlyerApp | DevOpsSummit #APM… https://t.co/vwl7WOzkbO","773126978157371392","DigitalGokhan","0","0","APM"
"877202788887015426","2017-06-20T16:33:37+00:00","ContainersExpo: RT CRM_CWS_Cloud: Promise Theory and DevOps | DevOpsSummit #DevOps #APM #Monitoring https://t.co/7J0zpi7vhs","773126978157371392","DigitalGokhan","0","0","DevOps,APM,Monitoring"
"877201673407647745","2017-06-20T16:29:11+00:00","RT @data_nerd: [video] An Agile Platform for Custom Integration with @OutlyerApp | @DevOpsSummit #APM #Monitoring https://t.co/0ckDdLnmu9","18939157","ContainersExpo","16","0","APM,Monitoring"
"877201652729737216","2017-06-20T16:29:06+00:00","RT @CRM_CWS_Cloud: Promise Theory and DevOps | @DevOpsSummit #DevOps #APM #Monitoring https://t.co/IGCyBPjyKI","18939157","ContainersExpo","16","0","DevOps,APM,Monitoring"
"877200260535382017","2017-06-20T16:23:34+00:00","RT @data_nerd: [video] An Agile Platform for Custom Integration with @OutlyerApp | @DevOpsSummit #APM #Monitoring https://t.co/0ckDdLnmu9","153415247","CloudJobFair","16","0","APM,Monitoring"
"877200243548454915","2017-06-20T16:23:30+00:00","RT @CRM_CWS_Cloud: Promise Theory and DevOps | @DevOpsSummit #DevOps #APM #Monitoring https://t.co/IGCyBPjyKI","153415247","CloudJobFair","16","0","DevOps,APM,Monitoring"
"877199866820165634","2017-06-20T16:22:00+00:00","RT @data_nerd: [video] An Agile Platform for Custom Integration with @OutlyerApp | @DevOpsSummit #APM #Monitoring https://t.co/0ckDdLnmu9","36339779","SYSCONmedia","16","0","APM,Monitoring"
"877199858876243969","2017-06-20T16:21:58+00:00","RT @CRM_CWS_Cloud: Promise Theory and DevOps | @DevOpsSummit #DevOps #APM #Monitoring https://t.co/IGCyBPjyKI","36339779","SYSCONmedia","16","0","DevOps,APM,Monitoring"
"877199584929492992","2017-06-20T16:20:53+00:00","RT @data_nerd: [video] An Agile Platform for Custom Integration with @OutlyerApp | @DevOpsSummit #APM #Monitoring https://t.co/0ckDdLnmu9","408440808","BigDataExpo","16","0","APM,Monitoring"
"877199575945277441","2017-06-20T16:20:51+00:00","RT @CRM_CWS_Cloud: Promise Theory and DevOps | @DevOpsSummit #DevOps #APM #Monitoring https://t.co/IGCyBPjyKI","408440808","BigDataExpo","16","0","DevOps,APM,Monitoring"
"877199425290031104","2017-06-20T16:20:15+00:00","Promise Theory and DevOps | @DevOpsSummit #DevOps #APM #Monitoring | https://t.co/U3gUSGdBuz https://t.co/6GdITOr6yt","422966469","DBaker007","3","3","DevOps,APM,Monitoring"
"877197110533279744","2017-06-20T16:11:03+00:00","RT @CMSGov: New CMS fact sheet explains #APM QP status determinations: https://t.co/9QRnCOBv8Y
#MACRA https://t.co/ovPk6FPo8y","2155219404","Sutter_Epic_EHR","11","0","APM,MACRA"
"877196859944693760","2017-06-20T16:10:03+00:00","RT @CA_Agile_Ops: An easy way to get started with @Cainc Digital Experience Insights #APM #UIM #AXA #UX Watch a quick video now: https://t.…","2362973341","GCH4V3Z","84","0","APM,UIM,AXA,UX"
"877196373074092036","2017-06-20T16:08:07+00:00","Pourquoi le #mobile va guider la croissance du #e-commerce?https://t.co/zc9G3FyasP #APM @frenchweb https://t.co/Tni8k1vrWn","819155341","CNParisAPM","0","0","mobile,e,APM"
"877196109466284032","2017-06-20T16:07:04+00:00","#APM and #DevOps: A winning combination - Cloud computing news https://t.co/crBElSHi00 https://t.co/CoDxkLDJlM","14243220","EarlBegley","0","0","APM,DevOps"
"877194581166759937","2017-06-20T16:01:00+00:00","Independent review proves @Correlsense is a flexible #APM solution https://t.co/acOuzELHjA https://t.co/QabpN6xicR","112955194","Correlsense","0","0","APM"
"877194389738618880","2017-06-20T16:00:14+00:00","@RedHat_France savez-vous que @Dynatrace est intégré avec #RedHat @openshift pour faire de l'#APM sur des apps cont… https://t.co/RTkgjeV30F","395374393","hlemaitr","0","0","RedHat,APM"
"877194340715638785","2017-06-20T16:00:02+00:00",".@ConvergeDigest covers “BT Connect Intelligence InfoVista-as-a-Service,” an #APM solution delivered from the cloud… https://t.co/oJBPXjMuBL","21102657","InfoVista","0","0","APM"
"877193117614690304","2017-06-20T15:55:11+00:00","#eBook: The role of &amp; tips for human talent management within a well-run #APM system ≫ https://t.co/c7ETasTesv","172372729","ArtRuizJr","0","0","eBook,APM"
"877192421070839809","2017-06-20T15:52:25+00:00","RT @EdKwedar: Promise Theory and DevOps | @DevOpsSummit #DevOps #APM #Monitoring | @ThingsExpo https://t.co/UMXlgB3xjo https://t.co/T8Ic3QR…","93545198","duttadebasish84","2","0","DevOps,APM,Monitoring"
"877192358852530176","2017-06-20T15:52:10+00:00","RT @mr_oranski: What would the world be like if machines could talk? Well, they can... https://t.co/6yj0gkYtfX #APM #EMS","93545198","duttadebasish84","1","0","APM,EMS"
"877191400105754624","2017-06-20T15:48:21+00:00","Meridium, System1, Field Vantage O&amp;G customers: Save the Date User Conference Paris 18-20 Sept! @ge_oilandgas #APM https://t.co/MfP6trCSkQ","16513410","digital_howell","0","1","APM"
"877190611048308737","2017-06-20T15:45:13+00:00","RT @AstridCordeau Tous expert : atelier design thinking @tweets_Apm @AgenceMeliatis @BarquiChristian #apm happym92 https://t.co/802kKPiPwe","571044411","tweets_Apm","1","3","apm"
"877190449848516610","2017-06-20T15:44:35+00:00","#CMS #APM #medicare https://t.co/ILJFy6P72p","4749236390","ACOExhibitHall","0","0","CMS,APM,medicare"
"877190290863398912","2017-06-20T15:43:57+00:00","#CaaS offerings are fine, but what about #ALM such as #APM for deep #DevOps, #microservices issues? @SUSE @IBMBluemix, @Azure, @Dynatrace","1113348462","cdunlap831","0","0","CaaS,ALM,APM,DevOps,microservices"
"877189658718883840","2017-06-20T15:41:26+00:00","RT @richDRAGOponte: Get the most out of @Cainc Digital Experience Insights with a quick introduction video! #UX #APM #UIM #AXA Watch: https…","304534545","DiParks17","1","0","UX,APM,UIM,AXA"
"877189513222684673","2017-06-20T15:40:52+00:00","Get the most out of @Cainc Digital Experience Insights with a quick introduction video! #UX #APM #UIM #AXA Watch: https://t.co/Jnmy27hUth","366210556","richDRAGOponte","1","3","UX,APM,UIM,AXA"
"877188279476645890","2017-06-20T15:35:57+00:00","RT @friederikethun: #perform2017 @helvetia presents their story for #APM - not only the tool matters but also process and responsibilities…","2814680603","DemlStefan","5","0","perform2017,APM"
"877187283618803712","2017-06-20T15:32:00+00:00","Promise Theory and DevOps | @DevOpsSummit #DevOps #APM #Monitoring https://t.co/t6jriClYKi","3105330588","PRFT_Integrate","0","2","DevOps,APM,Monitoring"
"877186388352958464","2017-06-20T15:28:26+00:00","RT @friederikethun: #perform2017 @helvetia presents their story for #APM - not only the tool matters but also process and responsibilities…","3089303572","dynatraceFrance","5","0","perform2017,APM"
"877184354811871232","2017-06-20T15:20:22+00:00","#Economía.-  #APM  #Terminals suprime 160  #empleos en  #Gotemburgo por la pérdida de actividad provocada por las.. https://t.co/4VOcpgVhZ5","284989974","economia_feed_0","0","0","Economía,APM,Terminals,empleos,Gotemburgo"
"877182258330968064","2017-06-20T15:12:02+00:00","What would the world be like if machines could talk? Well, they can... https://t.co/6yj0gkYtfX #APM #EMS","18048622","mr_oranski","1","1","APM,EMS"
"877181979971772416","2017-06-20T15:10:55+00:00","RT @WeaselSparkFR: Le #HDF2017 continue à @roubaix ! Merci d'être aussi nombreux à venir nous voir pour parler d'#APM ! 😀 https://t.co/8VyC…","847672801314066432","ChtitesWarriors","5","0","HDF2017,APM"
"877181810983284737","2017-06-20T15:10:15+00:00","RT @AleChiorra: Promise Theory and DevOps | @DevOpsSummit #DevOps #APM #Monitoring https://t.co/TnTSDwhocm https://t.co/7jgwZiS26M","73404454","Presplaytech","19","0","DevOps,APM,Monitoring"
"877181585019342852","2017-06-20T15:09:21+00:00","RT @friederikethun: #perform2017 @helvetia presents their story for #APM - not only the tool matters but also process and responsibilities…","819155341","CNParisAPM","5","0","perform2017,APM"
"877179404568453123","2017-06-20T15:00:41+00:00","We have some spaces available on our #APM PFQ course in #Manchester 29-30 June - call to book your place on 0808 168 2020","237768829","2020Business","2","0","APM,Manchester"
"877176673153822720","2017-06-20T14:49:50+00:00","#perform2017 @helvetia presents their story for #APM - not only the tool matters but also process and responsibilities - @amasolAG may help","3417820468","friederikethun","5","4","perform2017,APM"
"877176353287745536","2017-06-20T14:48:34+00:00","[Event] Comment optimiser la performance applicative ? Echangez avec nos experts stand 129 ! #ConventionCrip… https://t.co/SEQ6dF7Dxs","322567074","iplabel","2","1","ConventionCrip"
"877173585306984448","2017-06-20T14:37:34+00:00","RT @manujagg: Top Stories Now
#BigData #DevOps #SDN #Docker #IoT #APM #FinTech #Bitcoin #Blockchain #AI #ML... by #vukovinski https://t.co/…","737142202481016832","chidambara09","1","0","BigData,DevOps,SDN,Docker,IoT,APM,FinTech,Bitcoin,Blockchain,AI,ML,vukovinski"
"877172941271715840","2017-06-20T14:35:00+00:00","Top #Office365 Issues: Mail Delay Complaints https://t.co/1GvQuQ2LdQ   #mailflow #O365 #sysadmin #APM #cloud… https://t.co/C23fJqvEra","278598227","GSX_Solutions","0","2","Office365,mailflow,O365,sysadmin,APM,cloud"
"877170722988228609","2017-06-20T14:26:12+00:00","Top Stories Now
#BigData #DevOps #SDN #Docker #IoT #APM #FinTech #Bitcoin #Blockchain #AI #ML... by #vukovinski https://t.co/zZYrIj84Ul","358333297","manujagg","1","2","BigData,DevOps,SDN,Docker,IoT,APM,FinTech,Bitcoin,Blockchain,AI,ML,vukovinski"
"877170692999045122","2017-06-20T14:26:04+00:00","""Notre étude classe les #start-up les plus innovantes de l'#e-commerce"" https://t.co/6huXjYVISD #APM #retail… https://t.co/9qZBU8nvi3","819155341","CNParisAPM","0","0","start,e,APM,retail"
"877169880419545090","2017-06-20T14:22:51+00:00","RT @big_heedo0422: 비기닝~ 오랜만 ! 희도입니다~
내일 홍콩 공연이 있어요
보고싶다.. 올꺼죠 ?
저 기다릴게요 ! ㅋㅋ #홍콩 #hongkong #apm https://t.co/zPXVUpCo5D","876098800758079488","GoldenM70125146","402","0","홍콩,hongkong,apm"
"877167411128094720","2017-06-20T14:13:02+00:00","Promise Theory and DevOps | @DevOpsSummit #DevOps #APM #Monitoring | @ThingsExpo https://t.co/UMXlgB3xjo https://t.co/T8Ic3QRtww","554757120","EdKwedar","2","3","DevOps,APM,Monitoring"
"877166071039524866","2017-06-20T14:07:42+00:00","RT @CMSGov: New CMS fact sheet explains #APM QP status determinations: https://t.co/9QRnCOBv8Y
#MACRA https://t.co/ovPk6FPo8y","356359065","3MHISNews","11","0","APM,MACRA"
"877165708437860353","2017-06-20T14:06:16+00:00","RT @data_nerd: [video] An Agile Platform for Custom Integration with @OutlyerApp | @DevOpsSummit #APM #Monitoring https://t.co/0ckDdLnmu9","1702936681","Print3DExpo","16","0","APM,Monitoring"
"877165700309233664","2017-06-20T14:06:14+00:00","RT @CRM_CWS_Cloud: Promise Theory and DevOps | @DevOpsSummit #DevOps #APM #Monitoring https://t.co/IGCyBPjyKI","1702936681","Print3DExpo","16","0","DevOps,APM,Monitoring"
"877165648174080000","2017-06-20T14:06:02+00:00","RT @CloudExpo: Top Stories Now
#BigData #DevOps #SDN #Docker #IoT #APM #FinTech #Bitcoin #Blockchain #AI #ML #DL #DX #Microservices #Digita…","1702936681","Print3DExpo","44","0","BigData,DevOps,SDN,Docker,IoT,APM,FinTech,Bitcoin,Blockchain,AI,ML,DL,DX,Microservices"
"877165497506201600","2017-06-20T14:05:26+00:00","RT @CloudExpo: Top Stories Now
#BigData #DevOps #SDN #Docker #IoT #APM #FinTech #Bitcoin #Blockchain #AI #ML #DL #DX #Microservices #Digita…","808873082500902915","viiiiiinnn","44","0","BigData,DevOps,SDN,Docker,IoT,APM,FinTech,Bitcoin,Blockchain,AI,ML,DL,DX,Microservices"
"877165495044190209","2017-06-20T14:05:25+00:00","RT @CloudExpo: Top Stories Now
#BigData #DevOps #SDN #Docker #IoT #APM #FinTech #Bitcoin #Blockchain #AI #ML #DL #DX #Microservices #Digita…","780732384165572609","d0ml3nc","44","0","BigData,DevOps,SDN,Docker,IoT,APM,FinTech,Bitcoin,Blockchain,AI,ML,DL,DX,Microservices"
"877165145927151617","2017-06-20T14:04:02+00:00","@Gartner_inc names 3 ""primary"" elements in its #APM framework #AppManagement 
https://t.co/Qyr6Xt9FTi","69063003","NetworkingTT","0","0","APM,AppManagement"
"877164648063094786","2017-06-20T14:02:03+00:00","[video] An Agile Platform for Custom Integration with @OutlyerApp | @DevOpsSummit #APM #Monitoring (SAP DEVELOPER'S… https://t.co/UoMF8KZeuG","505533647","TINBizCompNews","0","0","APM,Monitoring"
"877164425106661376","2017-06-20T14:01:10+00:00","RT @data_nerd: [video] An Agile Platform for Custom Integration with @OutlyerApp | @DevOpsSummit #APM #Monitoring https://t.co/0ckDdLnmu9","1845235153","WebRTCSummit","16","0","APM,Monitoring"
"877164415757537280","2017-06-20T14:01:08+00:00","RT @CRM_CWS_Cloud: Promise Theory and DevOps | @DevOpsSummit #DevOps #APM #Monitoring https://t.co/IGCyBPjyKI","1845235153","WebRTCSummit","16","0","DevOps,APM,Monitoring"
"877164377224466432","2017-06-20T14:00:59+00:00","RT @CloudExpo: Top Stories Now
#BigData #DevOps #SDN #Docker #IoT #APM #FinTech #Bitcoin #Blockchain #AI #ML #DL #DX #Microservices #Digita…","1845235153","WebRTCSummit","44","0","BigData,DevOps,SDN,Docker,IoT,APM,FinTech,Bitcoin,Blockchain,AI,ML,DL,DX,Microservices"
"877163612376190976","2017-06-20T13:57:56+00:00","Trends in Application Monitoring Tools (Part 1) https://t.co/s3PlyhSZAp #performance #monitoring #apm… https://t.co/v4Q2pdPqtl","4765074343","killz4sher","0","0","performance,monitoring,apm"
"877163093763268608","2017-06-20T13:55:53+00:00","RT @WeaselSparkFR: Plus que quelques heures pour venir nous voir au #hdf2017 ! Venez on parle d'#APM et aussi de démarche #usercentric ! Vi…","3102895377","DenavautF","3","0","hdf2017,APM,usercentric"
